angle_degree,range_meter,x_meter,y_meter
-161.77215604077526,0.14499999582767487,-0.13772391841642156,-0.04535549675676134
-161.66101062023756,0.14300000667572021,-0.13573726344193643,-0.04499330197429807
-161.5498651996999,0.1420000046491623,-0.13470112631653283,-0.044940047723824
-161.4387197791622,0.14100000262260437,-0.13366571015497897,-0.04488294406943008
-161.3275743586245,0.13500000536441803,-0.1278942081712419,-0.04322120966196963
-161.2164289380868,0.1289999932050705,-0.12212966349655888,-0.04153725485784453
-161.1052835175491,0.1289999932050705,-0.12204885756751674,-0.04177409021597292
-160.99413809701144,0.1289999932050705,-0.12196759236489321,-0.042010768376923024
-160.88299267647375,0.1289999932050705,-0.12188586819449174,-0.042247288450067685
-160.77184725593605,0.12800000607967377,-0.12085948285527304,-0.042154323151397964
-160.66070183539836,0.12700000405311584,-0.11983390634691649,-0.04205753106317453
-160.5495564148607,0.12700000405311584,-0.11975209547837243,-0.04228991201256177
-160.438410994323,0.12700000405311584,-0.1196698339790329,-0.042522133823717535
-160.3272655737853,0.12700000405311584,-0.11958712215845048,-0.04275419562278405
-160.2161201532476,0.12800000607967377,-0.12044493827035786,-0.04332457041271391
-160.1049747327099,0.12800000607967377,-0.12036066838292582,-0.0435581342898417
-159.99382931217224,0.12800000607967377,-0.12027594557461987,-0.043791534256378814
-159.88268389163454,0.12800000607967377,-0.12019077016425454,-0.044024769434034064
-159.77153847109685,0.12800000607967377,-0.12010514247234752,-0.04425783894513633
-159.66039305055915,0.12700000405311584,-0.11908141203716457,-0.04414315730355588
-159.54924763002148,0.12700000405311584,-0.11899555677754842,-0.0443740746009727
-159.4381022094838,0.12600000202655792,-0.11797295852995529,-0.044253605122995913
-159.3269567889461,0.125,-0.11695127897557958,-0.044129336568502334
-159.2158113684084,0.125,-0.1168654545340263,-0.04435612174836108
-159.1046659478707,0.125,-0.11677919032419568,-0.04458274001477795
-158.99352052733303,0.125,-0.11669248667070255,-0.04480919051498151
-158.88237510679534,0.125,-0.11660534389981542,-0.045035472396831575
-158.77122968625764,0.125,-0.11651776233945521,-0.04526158480882252
-158.66008426571995,0.125,-0.116429742319194,-0.045487526900086436
-158.54893884518228,0.12600000202655792,-0.11727201632979466,-0.04607900494408466
-158.43779342464458,0.12600000202655792,-0.11718240921604699,-0.046306408638713326
-158.3266480041069,0.125,-0.11616305481946683,-0.046164322750469805
-158.2155025835692,0.125,-0.11607328428830253,-0.04638957506301282
-158.1043571630315,0.125,-0.11598307696982173,-0.04661465281016699
-157.99321174249383,0.125,-0.11589243320347731,-0.04683955514495788
-157.88206632195613,0.125,-0.11580135333036455,-0.047064281221071126
-157.77092090141844,0.125,-0.11570983769321978,-0.04728883019285564
-157.65977548088074,0.12399999797344208,-0.11469294166887704,-0.04713309483529813
-157.54863006034307,0.125,-0.1155255005059773,-0.04773739344416952
-157.43748463980538,0.125,-0.11543267964954605,-0.04796140603574165
-157.32633921926768,0.125,-0.11533942441641314,-0.04818523814707696
-157.21519379872998,0.12600000202655792,-0.11616770290717812,-0.048796160832202805
-157.1040483781923,0.12800000607967377,-0.11791525651944736,-0.04979953650737574
-156.99290295765462,0.1289999932050705,-0.1187388755109297,-0.05041902110620727
-156.88175753711693,0.1289999932050705,-0.11864084664684195,-0.05064926212521525
-156.77061211657923,0.12800000607967377,-0.11762345000500482,-0.05048490433106369
-156.65946669604153,0.12800000607967377,-0.11752529543588061,-0.05071298146535561
-156.54832127550387,0.12800000607967377,-0.11742669861547757,-0.05094086776514826
-156.43717585496617,0.12800000607967377,-0.11732765991481853,-0.05116856237289852
-156.32603043442847,0.12800000607967377,-0.11722817970658916,-0.05139606443178463
-156.21488501389078,0.12800000607967377,-0.11712825836513654,-0.05162337308570938
-156.10373959335308,0.1289999932050705,-0.11794216489162612,-0.052255564178226126
-155.99259417281542,0.1289999932050705,-0.11784057490422205,-0.052484256240806805
-155.88144875227772,0.12999999523162842,-0.11865124524878297,-0.0531213776283764
-155.77030333174002,0.1289999932050705,-0.11763606500031346,-0.052941047006554956
-155.65915791120233,0.1289999932050705,-0.11753314585338595,-0.05316914399080482
-155.54801249066466,0.1289999932050705,-0.11742978442563827,-0.053397040897940756
-155.43686707012697,0.1289999932050705,-0.11732598110602259,-0.05362473687037973
-155.32572164958927,0.12999999523162842,-0.11813043380466041,-0.05426969107472564
-155.21457622905157,0.12999999523162842,-0.118024936354292,-0.054498744561583566
-155.10343080851388,0.12999999523162842,-0.1179189947724807,-0.054727592967999984
-154.9922853879762,0.1289999932050705,-0.1169063567460932,-0.05453349428803754
-154.88113996743851,0.1289999932050705,-0.11680034985956904,-0.054760172749823435
-154.76999454690082,0.12999999523162842,-0.11759850923335101,-0.055412899096842695
-154.65884912636312,0.12999999523162842,-0.11749079512907254,-0.05564091857762339
-154.54770370582546,0.13099999725818634,-0.11828558414250738,-0.05629848901800684
-154.43655828528776,0.13099999725818634,-0.11817615083182358,-0.05652783965639329
-154.32541286475006,0.13099999725818634,-0.11806627282067221,-0.056756977578791376
-154.21426744421237,0.13199999928474426,-0.11885637946936652,-0.05742090969852738
-154.1031220236747,0.13199999928474426,-0.11874476775436116,-0.05765136548370139
-153.991976603137,0.13199999928474426,-0.11863270919916537,-0.05788160432502498
-153.8808311825993,0.13199999928474426,-0.11852020422545889,-0.058111625356102384
-153.7696857620616,0.13099999725818634,-0.11751022678798503,-0.05789944630029854
-153.65854034152392,0.13099999725818634,-0.11739768931544924,-0.0581272898476962
-153.54739492098625,0.13199999928474426,-0.11818001503526185,-0.05880037293621333
-153.43624950044855,0.13199999928474426,-0.11806572863788416,-0.05902951407878932
-153.32510407991086,0.13199999928474426,-0.11795099795556097,-0.05925843309149963
